Movie Pair,Character 1,Character 2,Jaccard,Cosine
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lily Potter , The X-Men,0.0,0.7254785299301147
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lily Potter , The Brotherhood of Mutants,0.0,0.6456162929534912
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lily Potter , The guards at Auschwitz,0.0,0.7480155229568481
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Erik Lehnsherr / Magneto,0.0,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Charles Xavier,0.0,0.621677041053772
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Logan / Wolverine,0.0,0.621677041053772
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Marie / Rogue,0.0,0.6517907381057739
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Jean Grey,0.0,0.6962889432907104
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Bobby Drake / Iceman,0.0,0.6227467060089111
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Senator Robert Kelly,0.0,0.621677041053772
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Sabretooth,0.0,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Mystique,0.0,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Cyclops,0.0,0.5943304300308228
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Storm,0.0,0.5943304300308228
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Toad,0.0,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , Erik Lehnsherr's Parents,0.0,0.621677041053772
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , The X-Men,0.0,0.5497303009033203
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , The Brotherhood of Mutants,0.0,0.7382183074951172
Harry Potter and the Philosopher's Stone (film) vs X-Men,Lord Voldemort , The guards at Auschwitz,0.0,0.6099472045898438
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Erik Lehnsherr / Magneto,0.0,0.8542475700378418
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Charles Xavier,0.0,0.5055301189422607
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Logan / Wolverine,0.0,0.5055301189422607
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Marie / Rogue,0.0,0.5055301189422607
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Jean Grey,0.0,0.37810614705085754
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Bobby Drake / Iceman,0.0,0.3822072148323059
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Senator Robert Kelly,0.0,0.6577196717262268
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Sabretooth,0.0,0.8542475700378418
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Mystique,0.0,0.8542475700378418
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Cyclops,0.0,0.3851410746574402
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Storm,0.0,0.3851410746574402
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Toad,0.0,0.8542475700378418
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , Erik Lehnsherr's Parents,0.0,0.5055301189422607
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , The X-Men,0.0,0.4073089361190796
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , The Brotherhood of Mutants,0.0,0.6826202869415283
Harry Potter and the Philosopher's Stone (film) vs X-Men,Draco Malfoy , The guards at Auschwitz,0.0,0.5628471374511719
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Erik Lehnsherr / Magneto,0.0,0.7864453792572021
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Charles Xavier,0.058823529411764705,1.000000238418579
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Logan / Wolverine,0.0,0.6884489059448242
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Marie / Rogue,0.0,1.000000238418579
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Jean Grey,0.0,0.7910374402999878
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Bobby Drake / Iceman,0.058823529411764705,1.000000238418579
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Senator Robert Kelly,0.0,0.6639718413352966
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Sabretooth,0.0,0.7864453792572021
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Mystique,0.0,0.4602971374988556
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Cyclops,0.0,0.6978994011878967
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Storm,0.0,0.6978994011878967
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Toad,0.0,0.37056994438171387
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , Erik Lehnsherr's Parents,0.0,0.8930023908615112
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , The X-Men,0.058823529411764705,1.000000238418579
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , The Brotherhood of Mutants,0.0,0.7864453792572021
Harry Potter and the Philosopher's Stone (film) vs X-Men,Neville Longbottom , The guards at Auschwitz,0.0,0.5556005239486694
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Erik Lehnsherr / Magneto,0.0,0.7495702505111694
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Charles Xavier,0.0,0.6929237842559814
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Logan / Wolverine,0.0,0.8467833995819092
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Marie / Rogue,0.0,0.7029278874397278
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Jean Grey,0.0,0.7345970869064331
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Bobby Drake / Iceman,0.0,0.6630164384841919
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Senator Robert Kelly,0.0,0.41393545269966125
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Sabretooth,0.0,0.7495702505111694
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Mystique,0.0,0.24047282338142395
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Cyclops,0.058823529411764705,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Storm,0.0,0.6572743058204651
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Toad,0.0,0.3435797095298767
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , Erik Lehnsherr's Parents,0.0,0.5294023752212524
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , The X-Men,0.0,0.6474640369415283
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , The Brotherhood of Mutants,0.0,0.7495702505111694
Harry Potter and the Philosopher's Stone (film) vs X-Men,Hedwig , The guards at Auschwitz,0.0,0.5517193078994751
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Erik Lehnsherr / Magneto,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Charles Xavier,0.0,0.6929237842559814
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Logan / Wolverine,0.0,0.8467833995819092
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Marie / Rogue,0.0,0.7943195104598999
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Jean Grey,0.0,0.744137167930603
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Bobby Drake / Iceman,0.0,0.6250717043876648
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Senator Robert Kelly,0.0,0.32850486040115356
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Sabretooth,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Mystique,0.0,0.3167438507080078
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Cyclops,0.058823529411764705,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Storm,0.0,0.6867114901542664
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Toad,0.0,0.3235715627670288
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , Erik Lehnsherr's Parents,0.0,0.636295735836029
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , The X-Men,0.0,0.5747027397155762
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , The Brotherhood of Mutants,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Fluffy , The guards at Auschwitz,0.0,0.5942460298538208
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Erik Lehnsherr / Magneto,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Charles Xavier,0.0,0.6290231347084045
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Logan / Wolverine,0.0,0.31862568855285645
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Marie / Rogue,0.0,0.7943195104598999
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Jean Grey,0.0,0.744137167930603
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Bobby Drake / Iceman,0.0,0.6250717043876648
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Senator Robert Kelly,0.0,0.3326830267906189
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Sabretooth,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Mystique,0.0,0.31862568855285645
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Cyclops,0.0,0.6867114901542664
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Storm,0.0,0.6867114901542664
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Toad,0.0,0.31862568855285645
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , Erik Lehnsherr's Parents,0.0,0.636295735836029
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , The X-Men,0.0,0.5747027397155762
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , The Brotherhood of Mutants,0.0,0.8327957391738892
Harry Potter and the Philosopher's Stone (film) vs X-Men,Devil's Snare , The guards at Auschwitz,0.0,0.5942460298538208
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Erik Lehnsherr / Magneto,0.0,0.3930196464061737
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Charles Xavier,0.0,0.4174204170703888
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Logan / Wolverine,0.0,0.4015214443206787
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Marie / Rogue,0.0,0.37041258811950684
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Jean Grey,0.0,0.39639753103256226
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Bobby Drake / Iceman,0.0,0.3904363214969635
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Senator Robert Kelly,0.0,0.3326830267906189
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Sabretooth,0.0,0.8151606321334839
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Mystique,0.0,0.4015214443206787
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Cyclops,0.0,0.4015214443206787
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Storm,0.0,0.4015214443206787
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Toad,0.0,0.31862568855285645
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , Erik Lehnsherr's Parents,0.0,0.3820507824420929
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , The X-Men,0.0,0.555226743221283
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , The Brotherhood of Mutants,0.0,0.8151606321334839
Harry Potter and the Philosopher's Stone (film) vs X-Men,Flying keys , The guards at Auschwitz,0.0,0.5382903218269348
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Erik Lehnsherr / Magneto,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Charles Xavier,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Logan / Wolverine,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Marie / Rogue,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Jean Grey,0.0,0.6261855363845825
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Bobby Drake / Iceman,0.0,0.6017909049987793
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Senator Robert Kelly,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Sabretooth,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Mystique,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Cyclops,0.0,0.5506552457809448
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Storm,0.0,0.5506552457809448
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Toad,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , Erik Lehnsherr's Parents,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , The X-Men,0.0,0.5488345623016357
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , The Brotherhood of Mutants,0.0,0.712978720664978
Harry Potter and the Philosopher's Stone (film) vs X-Men,The Philosopher's Stone , The guards at Auschwitz,0.058823529411764705,1.000000238418579
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Erik Lehnsherr / Magneto,0.0,0.3537560701370239
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Charles Xavier,0.0,0.4295572340488434
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Logan / Wolverine,0.0,0.271994411945343
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Marie / Rogue,0.0,0.3393982946872711
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Jean Grey,0.0,0.38463521003723145
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Bobby Drake / Iceman,0.0,0.3304762840270996
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Senator Robert Kelly,0.058823529411764705,1.0
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Sabretooth,0.0,0.3537560701370239
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Mystique,0.0,0.2515007555484772
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Cyclops,0.0,0.3356861174106598
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Storm,0.0,0.3356861174106598
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Toad,0.0,0.4907986521720886
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , Erik Lehnsherr's Parents,0.0,0.35100072622299194
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , The X-Men,0.0,0.4020828306674957
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , The Brotherhood of Mutants,0.0,0.3537560701370239
Harry Potter and the Philosopher's Stone (film) vs X-Men,Sorting Hat , The guards at Auschwitz,0.0,0.3563128709793091
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Frodo Baggins,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Samwise Gamgee,0.0,0.28352296352386475
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Merry Brandybuck,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Pippin Took,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Gandalf the Grey,0.0,0.8433464765548706
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Aragorn,0.0,0.32474857568740845
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Legolas,0.0,0.31135302782058716
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Gimli,0.0,0.2807401418685913
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Boromir,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Sauron,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , The Nazgûl,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Saruman,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Elrond,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Galadriel,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Arwen Evenstar,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Gollum,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Bilbo Baggins,0.0,0.6641485095024109
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Isildur,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , The Witch-King,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Lurtz,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Princess Leia Organa , Durin's Bane,0.0,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Frodo Baggins,0.0,0.7910374402999878
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Samwise Gamgee,0.0,0.3657732605934143
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Merry Brandybuck,0.0,0.671967625617981
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Pippin Took,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Gandalf the Grey,0.0,0.6555042266845703
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Aragorn,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Legolas,0.0,0.6541416645050049
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Gimli,0.0,0.6555042266845703
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Boromir,0.0,0.6555042266845703
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Sauron,0.0,0.6517907381057739
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , The Nazgûl,0.0,0.7864453792572021
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Saruman,0.0,0.661392331123352
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Elrond,0.0,0.6555042266845703
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Galadriel,0.0,0.6555042266845703
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Arwen Evenstar,0.0,0.5892125368118286
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Gollum,0.0,0.661392331123352
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Bilbo Baggins,0.0,0.671967625617981
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Isildur,0.0,0.635830819606781
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , The Witch-King,0.0,0.7864453792572021
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Lurtz,0.0,0.7771995663642883
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Luke Skywalker , Durin's Bane,0.0,0.6517907381057739
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Frodo Baggins,0.0,0.72845458984375
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Samwise Gamgee,0.0,0.440468966960907
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Merry Brandybuck,0.0,0.7264059782028198
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Pippin Took,0.0,0.5850371718406677
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Gandalf the Grey,0.5,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Aragorn,0.058823529411764705,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Legolas,0.0,0.6508650779724121
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Gimli,0.0,0.7268202304840088
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Boromir,0.0,0.7268202304840088
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Sauron,0.0,0.671917736530304
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , The Nazgûl,0.0,0.7324846386909485
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Saruman,0.0,0.6403443813323975
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Elrond,0.14285714285714285,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Galadriel,0.14285714285714285,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Arwen Evenstar,0.058823529411764705,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Gollum,0.0,0.6403443813323975
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Bilbo Baggins,0.0,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Isildur,0.0,0.6045531630516052
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , The Witch-King,0.0,0.7324846386909485
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Lurtz,0.0,0.7282550930976868
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Obi-Wan Kenobi , Durin's Bane,0.0,0.671917736530304
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Frodo Baggins,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Samwise Gamgee,0.0,0.6884489059448242
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Merry Brandybuck,0.058823529411764705,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Pippin Took,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Gandalf the Grey,0.0,0.7264059782028198
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Aragorn,0.0,0.7531335949897766
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Legolas,0.058823529411764705,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Gimli,0.058823529411764705,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Boromir,0.058823529411764705,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Sauron,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , The Nazgûl,0.0,0.7495702505111694
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Saruman,0.0,0.6926516890525818
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Elrond,0.0,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Galadriel,0.0,0.7022296190261841
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Arwen Evenstar,0.0,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Gollum,0.0,0.6926516890525818
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Bilbo Baggins,0.058823529411764705,1.0
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Isildur,0.0,0.6884489059448242
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , The Witch-King,0.0,0.7495702505111694
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Lurtz,0.0,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Han Solo , Durin's Bane,0.0,0.6690425276756287
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Frodo Baggins,0.0,0.6884489059448242
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Samwise Gamgee,0.0,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Merry Brandybuck,0.0,1.000000238418579
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Pippin Took,0.0,0.4055970311164856
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Gandalf the Grey,0.058823529411764705,0.9999999403953552
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Aragorn,0.058823529411764705,0.9999999403953552
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Legolas,0.058823529411764705,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Gimli,0.14285714285714285,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Boromir,0.14285714285714285,1.0000001192092896
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Sauron,0.0,0.6019262075424194
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , The Nazgûl,0.0,0.6555234789848328
A New Hope vs The Lord of the Rings: The Fellowship of the Ring,Chewbacca , Saruman,0.0,0.5818843841552734
